,Ne,length,sample_size,recombination_rate,mutation_rate,error_param,output_frequency,output_after_generations,tool,averaging,polytomies,rooting,metric,treedist_mean,treedist_se
1236,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,fastARG,per site,retained,rooted,KC,15.415764292513563,0.7856999964707853
1237,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,fastARG,per site,retained,rooted,RF,9.846422905513474,0.4689622091466782
1239,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,fastARG,per site,retained,unrooted,RF,6.86342630883952,0.39870702889718623
1240,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,fastARG,per site,retained,unrooted,SPR,2.0948312577702466,0.12576585700004378
1241,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,fastARG,per site,retained,unrooted,path,13.48646639603009,0.6201624953497653
1243,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,broken,rooted,KC,8.855125494776187,0.46915345004424047
1244,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,broken,rooted,RF,6.8658386998328105,0.39597520105213385
1246,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,broken,unrooted,RF,6.798717983418336,0.39621744462613295
1247,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,broken,unrooted,SPR,2.0719366639228367,0.09985244682162252
1248,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,broken,unrooted,path,13.206483878681901,0.5907630127697954
1250,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,retained,rooted,KC,8.515520548570219,0.5291115589218753
1254,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,retained,unrooted,SPR,2.270633992702272,
1255,5000,100000,16,1e-08,6.804457946348874e-07,0,0.8,0,tsinfer,per site,retained,unrooted,path,18.864046653519903,0.9806921204885549
1257,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,ARGweaver,per site,retained,rooted,KC,19.700156278452308,0.6749211294274472
1258,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,ARGweaver,per site,retained,rooted,RF,11.95772008,0.5332416743960001
1260,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,ARGweaver,per site,retained,unrooted,RF,8.88951888,0.4954276366119576
1261,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,ARGweaver,per site,retained,unrooted,SPR,2.547112871542435,0.1262769229448926
1262,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,ARGweaver,per site,retained,unrooted,path,15.417972266088325,0.6259214497834059
1264,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,RentPlus,per site,retained,rooted,KC,17.894432707382762,0.5765288744673701
1265,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,RentPlus,per site,retained,rooted,RF,11.722872400000004,0.4891714562657013
1266,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,RentPlus,per site,retained,unrooted,RF,9.321800000000001,0.48092926966404503
1267,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,RentPlus,per site,retained,unrooted,SPR,2.7378658005478482,0.1397810390196623
1268,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,RentPlus,per site,retained,unrooted,path,16.379431919700345,0.6511384926839223
1269,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,fastARG,per site,retained,rooted,KC,19.80906226767403,0.8392177938065997
1270,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,fastARG,per site,retained,rooted,RF,12.838584182640853,0.5370528344484958
1272,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,fastARG,per site,retained,unrooted,RF,9.361707762682554,0.5602440020435125
1273,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,fastARG,per site,retained,unrooted,SPR,2.7642004914415854,0.1508793917366826
1274,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,fastARG,per site,retained,unrooted,path,15.883650389395283,0.7067495135345797
1276,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,broken,rooted,KC,12.191785810152025,0.6436449911546085
1277,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,broken,rooted,RF,9.777895827063169,0.55553258449209
1279,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,broken,unrooted,RF,8.83663072288811,0.5157757725385743
1280,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,broken,unrooted,SPR,2.5193599734413596,0.13121591341322822
1281,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,broken,unrooted,path,15.221250486062736,0.6451298574954564
1283,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,retained,rooted,KC,10.977380541029284,0.6011994611426639
1287,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,retained,unrooted,SPR,1.3201501184151059,0.24240842295369197
1288,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,0,tsinfer,per site,retained,unrooted,path,20.96767300018299,1.015249738929292
1290,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,ARGweaver,per site,retained,rooted,KC,19.297846296655965,0.5850541980284538
1291,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,ARGweaver,per site,retained,rooted,RF,11.754974919999997,0.4036978327989275
1293,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,ARGweaver,per site,retained,unrooted,RF,8.647910800000004,0.3816243054346491
1294,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,ARGweaver,per site,retained,unrooted,SPR,2.372799172054291,0.10648577736008119
1295,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,ARGweaver,per site,retained,unrooted,path,15.453838950337293,0.5153023396699692
1297,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,RentPlus,per site,retained,rooted,KC,17.72481995545852,0.49445950583820786
1298,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,RentPlus,per site,retained,rooted,RF,11.4478784,0.3071073794960442
1299,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,RentPlus,per site,retained,unrooted,RF,9.222255600000002,0.3471384844409093
1300,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,RentPlus,per site,retained,unrooted,SPR,2.574521070586855,0.09103035650535325
1301,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,RentPlus,per site,retained,unrooted,path,16.30739326878067,0.4602608020890262
1302,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,fastARG,per site,retained,rooted,KC,20.64279346705078,0.7244413783023649
1303,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,fastARG,per site,retained,rooted,RF,12.922924468605654,0.37340241629298865
1305,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,fastARG,per site,retained,unrooted,RF,9.689520876781513,0.38133354284133864
1306,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,fastARG,per site,retained,unrooted,SPR,2.632392843538921,0.10042562471740474
1307,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,fastARG,per site,retained,unrooted,path,17.214365200006387,0.5230860498330879
1309,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,broken,rooted,KC,12.651590192731165,0.5884933551366792
1310,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,broken,rooted,RF,9.878339834403274,0.43226737868466286
1312,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,broken,unrooted,RF,8.864242512874187,0.3975774940765367
1313,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,broken,unrooted,SPR,2.3897548870355396,0.09350655402435805
1314,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,broken,unrooted,path,15.782368449997973,0.5500610213664455
1316,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,retained,rooted,KC,11.377134219167448,0.5508644165740785
1320,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,retained,unrooted,SPR,1.173008810324617,0.15254131653895506
1321,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,200,tsinfer,per site,retained,unrooted,path,19.39373128790006,0.7577437828677005
1323,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,ARGweaver,per site,retained,rooted,KC,17.921616331007552,0.607360549127566
1324,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,ARGweaver,per site,retained,rooted,RF,10.11209396,0.3762749090871681
1326,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,ARGweaver,per site,retained,unrooted,RF,6.89292176,0.3264834875485337
1327,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,ARGweaver,per site,retained,unrooted,SPR,1.872435917209318,0.07869505466874369
1328,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,ARGweaver,per site,retained,unrooted,path,13.869079805779988,0.49968698335331724
1330,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,RentPlus,per site,retained,rooted,KC,15.65718288351597,0.5150099101232944
1331,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,RentPlus,per site,retained,rooted,RF,9.2635676,0.3511299066395495
1332,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,RentPlus,per site,retained,unrooted,RF,7.2471178,0.34356463194611375
1333,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,RentPlus,per site,retained,unrooted,SPR,1.9528532256304658,0.08258864226791827
1334,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,RentPlus,per site,retained,unrooted,path,14.335344557591288,0.48244418870000916
1335,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,fastARG,per site,retained,rooted,KC,19.018855202561127,0.6183079169534692
1336,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,fastARG,per site,retained,rooted,RF,10.858856544966677,0.3558116849779249
1338,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,fastARG,per site,retained,unrooted,RF,7.823711364251803,0.3493212902892119
1339,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,fastARG,per site,retained,unrooted,SPR,2.1119493216470047,0.08194141568654494
1340,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,fastARG,per site,retained,unrooted,path,15.249482894681998,0.49302638306556007
1342,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,broken,rooted,KC,13.367854817655266,0.5358625403029706
1343,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,broken,rooted,RF,8.826447125064773,0.3817968416381427
1345,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,broken,unrooted,RF,7.3973535314723025,0.35797209298452926
1346,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,broken,unrooted,SPR,1.9947830346088937,0.09370301753050417
1347,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,broken,unrooted,path,14.28540215348182,0.530271521721072
1349,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,retained,rooted,KC,11.845291455680913,0.5387386589050643
1353,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,retained,unrooted,SPR,1.5572193267526337,0.16724258399418
1354,5000,100000,16,1e-08,6.804457946348874e-07,0,1.0,1000,tsinfer,per site,retained,unrooted,path,15.203880064360915,0.599285553756964
1356,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,rooted,KC,4.22628787802891,0.1885857516440467
1357,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,rooted,RF,2.8269451999999995,0.22608482926951406
1359,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,RF,2.4711112,0.22984595576295824
1360,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,SPR,0.9290880816326529,0.07766795847025294
1361,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,ARGweaver,per site,retained,unrooted,path,5.5964575349308685,0.42376818891573437
1363,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,rooted,KC,7.741908017048952,0.1586889800291121
1364,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,rooted,RF,7.076991200000001,0.2772882823810775
1365,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,unrooted,RF,6.412544399999999,0.29382723440229774
1366,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,unrooted,SPR,2.0944316326530608,0.07623931799457416
1367,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,RentPlus,per site,retained,unrooted,path,11.551153837584785,0.39610078534311816
1368,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,rooted,KC,14.728962060651947,0.26906736514322305
1369,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,rooted,RF,14.052382318226591,0.3005312242120429
1371,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,unrooted,RF,11.65795190358961,0.2862539135014121
1372,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,unrooted,SPR,3.368181954214321,0.06103659758199059
1373,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,fastARG,per site,retained,unrooted,path,17.175822154075487,0.39038347949330787
1375,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,rooted,KC,6.503230561473129,0.16481444471751613
1376,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,rooted,RF,6.904181474345512,0.26704811776586446
1378,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,unrooted,RF,6.529998392171225,0.2708433521835183
1379,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,unrooted,SPR,2.0472073110803595,0.06987457556636283
1380,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,broken,unrooted,path,11.360521094039088,0.3508925887019783
1382,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,retained,rooted,KC,6.1850349834242175,0.1626933220471397
1386,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,retained,unrooted,SPR,1.6374263736745132,0.0902158954518952
1387,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.2,0,tsinfer,per site,retained,unrooted,path,12.447805447605097,0.4417812600122151
1389,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,rooted,KC,6.442137219843273,0.34783786819222434
1390,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,rooted,RF,5.572524440000002,0.420680520983621
1392,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,unrooted,RF,5.197183160000001,0.4229444272924178
1393,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,unrooted,SPR,1.5812794330499382,0.10865260540611112
1394,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,ARGweaver,per site,retained,unrooted,path,10.16242894278904,0.5980199660681336
1396,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,rooted,KC,10.606536155928989,0.305732595014929
1397,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,rooted,RF,10.978936399999998,0.35879693658587575
1398,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,unrooted,RF,10.3316832,0.3681877410405263
1399,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,unrooted,SPR,2.883076885384575,0.07925913225125446
1400,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,RentPlus,per site,retained,unrooted,path,17.201495428984416,0.5268122224650633
1401,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,rooted,KC,16.32031648143973,0.33399537182122485
1402,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,rooted,RF,16.450172860694014,0.2918613660567892
1404,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,unrooted,RF,14.10763409594129,0.30066583909280253
1405,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,unrooted,SPR,3.7696942290963786,0.06503636083140318
1406,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,fastARG,per site,retained,unrooted,path,20.457050435572818,0.445165971539582
1408,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,rooted,KC,9.723790909307954,0.30997242963685495
1409,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,rooted,RF,10.80168145917727,0.3535605771952865
1411,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,unrooted,RF,10.437284821532677,0.35255194035630777
1412,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,unrooted,SPR,2.8738270270543755,0.08025915637216201
1413,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,broken,unrooted,path,16.75209013118975,0.4725492538924261
1415,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,retained,rooted,KC,8.369878872395015,0.283626692414021
1419,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,retained,unrooted,SPR,2.0933986860546003,0.15295317571651984
1420,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.5,0,tsinfer,per site,retained,unrooted,path,18.320371633752096,0.6657386470508861
1422,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,rooted,KC,11.814745774340361,0.6754068101481627
1423,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,rooted,RF,8.717997840000002,0.4918563600271097
1425,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,unrooted,RF,8.493394159999998,0.49470665313779755
1426,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,unrooted,SPR,2.3315522954545456,0.120900724327827
1427,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,ARGweaver,per site,retained,unrooted,path,15.454689466723458,0.7229800555429723
1429,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,rooted,KC,17.2293795314332,0.4789178565279488
1430,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,rooted,RF,14.544252800000004,0.36278185412792224
1431,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,unrooted,RF,14.152947199999998,0.3680242958815427
1432,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,unrooted,SPR,3.5204870454545456,0.08208293919010597
1433,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,RentPlus,per site,retained,unrooted,path,22.957323366909495,0.5383050420676235
1434,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,fastARG,per site,retained,rooted,KC,20.751486644669534,0.4932362210266634
1435,5000,100000,16,1e-08,6.804457946348874e-07,EmpiricalErrorPlatinum1000G,0.8,0,fastARG,per site,retained,rooted,RF,19.32618648297097,0.28358747395080086
